Entity,Code,Year,Poverty
France,FRA,2017,0.013625951
France,FRA,2018,0.021168055
Gabon,GAB,2005,7.97246283
Gabon,GAB,2017,3.385240564
Gambia,GMB,1998,70.82780361
Gambia,GMB,2003,46.14136502
Gambia,GMB,2010,25.3532382
Gambia,GMB,2015,10.29717513
Georgia,GEO,1996,5.33193662
Georgia,GEO,1997,15.94878401
Georgia,GEO,1998,14.47077434
Georgia,GEO,1999,18.53509397
Georgia,GEO,2000,19.20038727
Georgia,GEO,2001,19.03577354
Georgia,GEO,2002,10.34033104
Georgia,GEO,2003,10.41314506
Georgia,GEO,2004,9.948790112
Georgia,GEO,2005,10.71801788
Georgia,GEO,2006,10.26592648
Georgia,GEO,2007,11.57927461
Georgia,GEO,2008,10.16898186
Georgia,GEO,2009,10.09341993
Georgia,GEO,2010,11.95626333
Georgia,GEO,2011,11.09901571
Georgia,GEO,2012,8.464171615
Georgia,GEO,2013,6.429872824
Georgia,GEO,2014,4.917639085
Georgia,GEO,2015,3.69666829
Georgia,GEO,2016,3.8034697
Georgia,GEO,2017,4.976110236
Georgia,GEO,2018,4.488530007
Georgia,GEO,2019,3.783245357
Georgia,GEO,2020,4.2335331
Germany,DEU,1991,0
Germany,DEU,1992,0
Germany,DEU,1993,0
Germany,DEU,1994,0.188213481
Germany,DEU,1995,0.242429062
Germany,DEU,1996,0
Germany,DEU,1997,0
Germany,DEU,1998,0
Germany,DEU,1999,0
Germany,DEU,2000,0
Germany,DEU,2001,0
Germany,DEU,2002,0
Germany,DEU,2003,0
Germany,DEU,2004,0
Germany,DEU,2005,0
Germany,DEU,2006,0
Germany,DEU,2007,0
Germany,DEU,2008,0
Germany,DEU,2009,0
Germany,DEU,2010,0
Germany,DEU,2011,0
Germany,DEU,2012,0
Germany,DEU,2013,0
Germany,DEU,2014,0
Germany,DEU,2015,0
Germany,DEU,2016,0
Germany,DEU,2017,0.233553219
Germany,DEU,2018,0
Ghana,GHA,1987,40.54663398
Ghana,GHA,1988,40.33396484
Ghana,GHA,1991,47.87731397
Ghana,GHA,1998,34.24455173
Ghana,GHA,2005,23.35818849
Ghana,GHA,2012,11.16313202
Ghana,GHA,2016,12.65590167
Greece,GRC,1995,1.737675457
Greece,GRC,2000,0.493105459
Greece,GRC,2003,0.529311592
Greece,GRC,2004,0.650729664
Greece,GRC,2005,0.338561714
Greece,GRC,2006,0.552715668
Greece,GRC,2007,0.499264448
Greece,GRC,2008,0.344443777
Greece,GRC,2009,0.62968679
Greece,GRC,2010,0.973068322
Greece,GRC,2011,1.172715719
Greece,GRC,2012,1.469777582
Greece,GRC,2013,0.999176548
Greece,GRC,2014,1.531867215
Greece,GRC,2015,1.398611038
Greece,GRC,2016,1.054050496
Greece,GRC,2017,0.887073596
Greece,GRC,2018,0.139562674
Greece,GRC,2019,0.718430157
Guatemala,GTM,1986,48.79352138
Guatemala,GTM,1989,36.258002
Guatemala,GTM,1998,13.48386719
Guatemala,GTM,2000,9.302499295
Guatemala,GTM,2006,11.15663666
Guatemala,GTM,2014,8.778929101
Guinea,GIN,1991,91.83641323
Guinea,GIN,1994,49.75548269
Guinea,GIN,2002,63.00099279
Guinea,GIN,2007,58.36031057
Guinea,GIN,2012,36.09346201
Guinea,GIN,2018,23.18536681
Guinea-Bissau,GNB,1993,44.13047217
Guinea-Bissau,GNB,2002,56.6199272
Guinea-Bissau,GNB,2010,68.39169513
Guinea-Bissau,GNB,2018,24.66736995
Guyana,GUY,1992,28.91086758
Guyana,GUY,1998,11.81051265
Haiti,HTI,2001,63.14670056
Haiti,HTI,2012,24.48896531
High income countries,,1981,0.625087037
High income countries,,1982,0.612093221
High income countries,,1983,0.610530744
High income countries,,1984,0.611237695
High income countries,,1985,0.559519069
High income countries,,1986,0.532159761
High income countries,,1987,0.568879622
High income countries,,1988,0.518332718
High income countries,,1989,0.455369337
High income countries,,1990,0.450860909
High income countries,,1991,0.445445345
High income countries,,1992,0.456405315
High income countries,,1993,0.4908563
High income countries,,1994,0.48015599
High income countries,,1995,0.47707542
High income countries,,1996,0.459912412
High income countries,,1997,0.539644905
High income countries,,1998,0.542227332
High income countries,,1999,0.51102087
High income countries,,2000,0.483832499
High income countries,,2001,0.483006707
High income countries,,2002,0.478603892
High income countries,,2003,0.556987656
High income countries,,2004,0.532253425
High income countries,,2005,0.542456155
High income countries,,2006,0.510015001
High income countries,,2007,0.501624277
High income countries,,2008,0.51306272
High income countries,,2009,0.515637268
High income countries,,2010,0.502242106
High income countries,,2011,0.561554728
High income countries,,2012,0.573955614
High income countries,,2013,0.634052629
High income countries,,2014,0.678808865
High income countries,,2015,0.732068734
High income countries,,2016,0.633746117
High income countries,,2017,0.700461768
High income countries,,2018,0.606286448
High income countries,,2019,0.602379965
Honduras,HND,1989,42.87862609
Honduras,HND,1990,44.96289879
Honduras,HND,1991,34.12428824
Honduras,HND,1992,29.20400915
Honduras,HND,1993,24.31717987
Honduras,HND,1994,26.95599423
Honduras,HND,1995,28.16010532
Honduras,HND,1996,31.35800887
Honduras,HND,1997,21.84494235
Honduras,HND,1998,26.5879999
Honduras,HND,1999,26.7672199
Honduras,HND,2001,21.91009315
Honduras,HND,2002,23.91564747
Honduras,HND,2003,28.49233297
Honduras,HND,2004,27.74628074
Honduras,HND,2005,27.10790874
Honduras,HND,2006,23.02015386
Honduras,HND,2007,17.5672155
Honduras,HND,2008,16.89133231
Honduras,HND,2009,14.16338099
Honduras,HND,2010,15.55672164
Honduras,HND,2011,15.97759996
Honduras,HND,2012,19.001182
Honduras,HND,2013,16.41899281
Honduras,HND,2014,15.2174759
Honduras,HND,2015,14.92499362
Honduras,HND,2016,16.110515
Honduras,HND,2017,15.43528057
Honduras,HND,2018,15.81077953
Honduras,HND,2019,14.77851082
Honduras - urban,,1986,52.55309483
Hungary,HUN,1987,0.052716064
Hungary,HUN,1989,0.052716064
Hungary,HUN,1991,1.43638851
Hungary,HUN,1993,0.162557373
Hungary,HUN,1994,0.931307054
Hungary,HUN,1998,0.042333519
Hungary,HUN,1999,0.018763049
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0.018131863
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.013135188
Hungary,HUN,2009,0.062055519
Hungary,HUN,2010,0.058671212
Hungary,HUN,2011,0.082624197
Hungary,HUN,2012,0.305815229
Hungary,HUN,2013,0.107130496
Hungary,HUN,2014,0.643744762
Hungary,HUN,2015,0.569847472
Hungary,HUN,2016,1.330806135
Hungary,HUN,2017,0.591938551
Hungary,HUN,2018,0.207530354
Hungary,HUN,2019,0.271027759
Iceland,ISL,2003,0
Iceland,ISL,2004,0.170065497
Iceland,ISL,2005,0.03701966
Iceland,ISL,2006,0.146804858
Iceland,ISL,2007,0.08061417
Iceland,ISL,2008,0.060815003
Iceland,ISL,2009,0.097200671
Iceland,ISL,2010,0.149384488
Iceland,ISL,2011,0.123283962
Iceland,ISL,2012,0.033555817
Iceland,ISL,2013,0.047026344
Iceland,ISL,2014,0
Iceland,ISL,2015,0.034490183
Iceland,ISL,2016,0
Iceland,ISL,2017,0
India,IND,1977,63.10219179
India,IND,1983,56.39493841
India,IND,1987,50.57548088
India,IND,1993,47.62246018
India,IND,2004,39.90121167
India,IND,2009,32.83586057
India,IND,2011,22.50708687
India,IND,2015,18.71870305
India,IND,2016,18.09145386
India,IND,2017,13.35759876
India,IND,2018,11.0800903
India,IND,2019,9.999751268
India - rural,,1977,68.58910736
India - rural,,1983,62.27551455
India - rural,,1987,55.18695068
India - rural,,1993,53.4641797
India - rural,,2004,45.30752732
India - rural,,2009,37.92070983
India - rural,,2011,26.2792998
India - rural,,2015,21.98728002
India - rural,,2016,20.0752479
India - rural,,2017,14.58502775
India - rural,,2018,11.67175487
India - rural,,2019,11.90436949
India - urban,,1977,43.67802246
India - urban,,1983,37.64895508
India - urban,,1987,36.60954338
India - urban,,1993,31.1598786
India - urban,,2004,26.60249444
India - urban,,2009,21.29649281
India - urban,,2011,14.21825323
India - urban,,2015,12.01511366
India - urban,,2016,14.09672328
India - urban,,2017,10.93196528
India - urban,,2018,9.93309907
India - urban,,2019,6.379252809
Indonesia,IDN,1984,68.50344821
Indonesia,IDN,1987,68.15729679
Indonesia,IDN,1990,54.93112999
Indonesia,IDN,1993,54.7991331
Indonesia,IDN,1996,43.55291292
Indonesia,IDN,1998,63.1625002
Indonesia,IDN,1999,37.41218444
Indonesia,IDN,2000,34.88812446
Indonesia,IDN,2001,31.22099903
Indonesia,IDN,2002,18.98616466
Indonesia,IDN,2003,19.34284086
Indonesia,IDN,2004,20.97282406
Indonesia,IDN,2005,17.98056957
Indonesia,IDN,2006,23.86220939
Indonesia,IDN,2007,19.30542346
Indonesia,IDN,2008,18.96171923
Indonesia,IDN,2009,15.48444435
Indonesia,IDN,2010,13.28718423
Indonesia,IDN,2011,10.92361855
Indonesia,IDN,2012,9.470776672
Indonesia,IDN,2013,7.311688271
Indonesia,IDN,2014,6.182757429
Indonesia,IDN,2015,5.813075744
Indonesia,IDN,2016,5.239999407
Indonesia,IDN,2017,4.455187273
Indonesia,IDN,2018,3.626934175
Indonesia,IDN,2019,2.697362964
Indonesia,IDN,2020,2.252277373
Indonesia,IDN,2021,2.163278204
Indonesia - rural,,1984,76.48686164
Indonesia - rural,,1987,74.95838623
Indonesia - rural,,1990,62.77398416
Indonesia - rural,,1993,64.21000026
Indonesia - rural,,1996,52.92498797
Indonesia - rural,,1998,73.21127176
Indonesia - rural,,1999,43.72633615
Indonesia - rural,,2000,40.52191331
Indonesia - rural,,2001,37.64473538
Indonesia - rural,,2002,25.83833086
Indonesia - rural,,2003,25.38107842
Indonesia - rural,,2004,28.52764897
Indonesia - rural,,2005,24.49711784
Indonesia - rural,,2006,31.96072054
Indonesia - rural,,2007,25.90777416
Indonesia - rural,,2008,24.45874502
Indonesia - rural,,2009,19.43652612
Indonesia - rural,,2010,16.69690761
Indonesia - rural,,2011,13.20567308
Indonesia - rural,,2012,11.10293643
Indonesia - rural,,2013,8.049866123
Indonesia - rural,,2014,6.507867733
Indonesia - rural,,2015,5.899798814
Indonesia - rural,,2016,5.495034801
Indonesia - rural,,2017,4.552859384
Indonesia - rural,,2018,3.874208877
Indonesia - rural,,2019,2.721151241
Indonesia - rural,,2020,2.120096306
Indonesia - rural,,2021,1.975943374
Indonesia - urban,,1984,44.86186768
Indonesia - urban,,1987,50.52479736
Indonesia - urban,,1990,37.13033351
Indonesia - urban,,1993,36.37378635
Indonesia - urban,,1996,27.75491923
Indonesia - urban,,1998,47.83109971
Indonesia - urban,,1999,28.24743912
Indonesia - urban,,2000,27.10876913
Indonesia - urban,,2001,22.63004188
Indonesia - urban,,2002,10.11081022
Indonesia - urban,,2003,11.7679538
Indonesia - urban,,2004,11.79455425
Indonesia - urban,,2005,10.31282397
Indonesia - urban,,2006,14.6332543
Indonesia - urban,,2007,12.01832286
Indonesia - urban,,2008,13.08598038
Indonesia - urban,,2009,11.39304956
Indonesia - urban,,2010,9.865711211
Indonesia - urban,,2011,8.695238189
Indonesia - urban,,2012,7.919849302
Indonesia - urban,,2013,6.629063791
Indonesia - urban,,2014,5.890198306
Indonesia - urban,,2015,5.737131041
Indonesia - urban,,2016,5.022650807
Indonesia - urban,,2017,4.374165826
Indonesia - urban,,2018,3.427259573
Indonesia - urban,,2019,2.678660795
Indonesia - urban,,2020,2.353462715
Indonesia - urban,,2021,2.302937318
Iran,IRN,1986,6.820161133
Iran,IRN,1990,6.23434082
Iran,IRN,1994,2.890283203
Iran,IRN,1998,2.853669434
Iran,IRN,2005,0.62161258
Iran,IRN,2006,0.554256405
Iran,IRN,2009,1.110224085
Iran,IRN,2013,0.168029826
Iran,IRN,2014,0.420349545
Iran,IRN,2015,0.421258092
Iran,IRN,2016,0.384336113
Iran,IRN,2017,0.355910196
Iran,IRN,2018,0.547184606
Iran,IRN,2019,0.598564221
Iraq,IRQ,2006,1.542127171
Iraq,IRQ,2012,1.651316283
Ireland,IRL,1987,0.689184037
Ireland,IRL,1994,0.163433766
Ireland,IRL,1995,0.176097523
Ireland,IRL,1996,0.224018085
Ireland,IRL,2000,0.178272197
Ireland,IRL,2002,0.235051835
Ireland,IRL,2003,0.127632712
Ireland,IRL,2004,0.038251906
Ireland,IRL,2005,0.021705688
Ireland,IRL,2006,0.396348908
Ireland,IRL,2007,0.082474847
Ireland,IRL,2008,0.180506709
Ireland,IRL,2009,0.432160412
Ireland,IRL,2010,0.542757136
Ireland,IRL,2011,0.471958032
Ireland,IRL,2012,0.247173806
Ireland,IRL,2013,0.654647895
Ireland,IRL,2014,0.388953793
Ireland,IRL,2015,0.329620178
Ireland,IRL,2016,0.131176082
Ireland,IRL,2017,0.243196115
Ireland,IRL,2018,0.003921386
Israel,ISR,1979,0
Israel,ISR,1986,0.235500487
Israel,ISR,1992,0.215327275
Israel,ISR,1997,0.245608358
Israel,ISR,2001,0.248977772
Israel,ISR,2002,0.480425345
Israel,ISR,2003,0.462705842
Israel,ISR,2004,0.499138864
Israel,ISR,2005,0.483315293
Israel,ISR,2006,0.224965806
Israel,ISR,2007,0.491812385
Israel,ISR,2008,0.483507903
Israel,ISR,2009,0.491627745
Israel,ISR,2010,0.227678353
Israel,ISR,2011,0.230770592
Israel,ISR,2012,0.494677849
Israel,ISR,2013,0.453780336
Israel,ISR,2014,0.49243242
Israel,ISR,2015,0.493853655
Israel,ISR,2016,0.241394643
Israel,ISR,2017,0.45742482
Israel,ISR,2018,0.235831517
Italy,ITA,1986,0.2057441
Italy,ITA,1987,1.240926384
Italy,ITA,1989,0
Italy,ITA,1991,0.247716943
Italy,ITA,1993,1.223218901
Italy,ITA,1995,0.742329068
Italy,ITA,1998,1.742441262
Italy,ITA,2000,1.249517026
Italy,ITA,2003,0.769403296
Italy,ITA,2004,0.604520633
Italy,ITA,2005,0.631702221
Italy,ITA,2006,0.653436245
Italy,ITA,2007,0.680242974
Italy,ITA,2008,0.697494271
Italy,ITA,2009,0.892116904
Italy,ITA,2010,1.257988829
Italy,ITA,2011,1.15604815
Italy,ITA,2012,1.17169324
Italy,ITA,2013,1.366527132
Italy,ITA,2014,1.232120299
Italy,ITA,2015,1.948866408
Italy,ITA,2016,1.625867886
Italy,ITA,2017,1.41808696
Italy,ITA,2018,1.457646871
Jamaica,JAM,1988,6.136704102
Jamaica,JAM,1990,4.570004155
Jamaica,JAM,1993,9.834694824
Jamaica,JAM,1996,3.428040362
Jamaica,JAM,1999,2.614325053
Jamaica,JAM,2002,2.732900276
Jamaica,JAM,2004,1.655845735
Japan,JPN,2008,0.479825608
Japan,JPN,2010,0
Japan,JPN,2013,0.727887887
Jordan,JOR,1986,0
Jordan,JOR,1992,2.707214355
Jordan,JOR,1997,1.480653076
Jordan,JOR,2002,0.984934224
Jordan,JOR,2006,0.289051688
Jordan,JOR,2008,0.118233385
Jordan,JOR,2010,0.104122496
Kazakhstan,KAZ,1993,5.201124085
Kazakhstan,KAZ,1996,5.911267961
Kazakhstan,KAZ,2001,8.860234321
Kazakhstan,KAZ,2002,5.611209629
Kazakhstan,KAZ,2003,3.685973384
Kazakhstan,KAZ,2004,1.754017771
Kazakhstan,KAZ,2005,5.81974119
Kazakhstan,KAZ,2006,0.465626411
Kazakhstan,KAZ,2007,0.224974687
Kazakhstan,KAZ,2008,0.013667726
Kazakhstan,KAZ,2009,0.095817158
Kazakhstan,KAZ,2010,0.094624304
Kazakhstan,KAZ,2011,0.030577111
Kazakhstan,KAZ,2012,0.025146357
Kazakhstan,KAZ,2013,0.019395286
Kazakhstan,KAZ,2014,0.002631751
Kazakhstan,KAZ,2015,0.010768418
Kazakhstan,KAZ,2016,0.011515605
Kazakhstan,KAZ,2017,0.019417364
Kazakhstan,KAZ,2018,0.010537845
Kenya,KEN,1992,31.66870605
Kenya,KEN,1994,31.68947323
Kenya,KEN,1997,32.21120559
Kenya,KEN,2005,43.89710782
Kenya,KEN,2015,37.07855939
Kiribati,KIR,2006,12.86929707
Kiribati,KIR,2019,1.300592089
Kosovo,OWID_KOS,2003,1.949947812
Kosovo,OWID_KOS,2005,3.466112099
Kosovo,OWID_KOS,2006,3.581922692
Kosovo,OWID_KOS,2009,3.193181755
Kosovo,OWID_KOS,2010,2.459080511
Kosovo,OWID_KOS,2011,1.676373536
Kosovo,OWID_KOS,2012,0.56523594
Kosovo,OWID_KOS,2013,0.319014785
Kosovo,OWID_KOS,2014,0.988267342
Kosovo,OWID_KOS,2015,0.722754463
Kosovo,OWID_KOS,2016,0.764696094
Kosovo,OWID_KOS,2017,0.440241311
Kyrgyzstan,KGZ,1998,27.24113033
Kyrgyzstan,KGZ,2000,35.13557731
Kyrgyzstan,KGZ,2001,31.37276631
Kyrgyzstan,KGZ,2002,28.29657716
Kyrgyzstan,KGZ,2003,22.34244579
Kyrgyzstan,KGZ,2004,9.888407863
Kyrgyzstan,KGZ,2005,12.05697418
Kyrgyzstan,KGZ,2006,7.268309019
Kyrgyzstan,KGZ,2007,7.926718954
Kyrgyzstan,KGZ,2008,2.87067131
Kyrgyzstan,KGZ,2009,1.362547998
Kyrgyzstan,KGZ,2010,2.816614306
Kyrgyzstan,KGZ,2011,0.908763345
Kyrgyzstan,KGZ,2012,2.482169046
Kyrgyzstan,KGZ,2013,2.224236246
Kyrgyzstan,KGZ,2014,0.863498743
Kyrgyzstan,KGZ,2015,1.833472708
Kyrgyzstan,KGZ,2016,1.005342581
Kyrgyzstan,KGZ,2017,1.08261833
Kyrgyzstan,KGZ,2018,0.569818383
Kyrgyzstan,KGZ,2019,0.555332126
Kyrgyzstan,KGZ,2020,1.081731584
Laos,LAO,1992,31.11490183
Laos,LAO,1997,50.74827947
Laos,LAO,2002,32.08483646
Laos,LAO,2007,25.72820763
Laos,LAO,2012,14.51341807
Laos,LAO,2018,9.983088582
Latin America and the Caribbean,,1981,13.83947542
Latin America and the Caribbean,,1982,14.49624941
Latin America and the Caribbean,,1983,17.24563126
Latin America and the Caribbean,,1984,16.98720569
Latin America and the Caribbean,,1985,15.8040392
Latin America and the Caribbean,,1986,11.42523191
Latin America and the Caribbean,,1987,14.00033376
Latin America and the Caribbean,,1988,14.97940266
Latin America and the Caribbean,,1989,14.43519331
Latin America and the Caribbean,,1990,15.56861134
Latin America and the Caribbean,,1991,14.6972364
Latin America and the Caribbean,,1992,14.73493241
Latin America and the Caribbean,,1993,14.59062423
Latin America and the Caribbean,,1994,13.51689207
Latin America and the Caribbean,,1995,13.57347893
Latin America and the Caribbean,,1996,15.30487085
Latin America and the Caribbean,,1997,14.4289741
Latin America and the Caribbean,,1998,13.70554841
Latin America and the Caribbean,,1999,13.8706919
Latin America and the Caribbean,,2000,12.78205308
Latin America and the Caribbean,,2001,12.54255786
Latin America and the Caribbean,,2002,11.89708109
Latin America and the Caribbean,,2003,11.42362731
Latin America and the Caribbean,,2004,10.36104314
Latin America and the Caribbean,,2005,9.794789164
Latin America and the Caribbean,,2006,7.973993894
Latin America and the Caribbean,,2007,7.562401624
Latin America and the Caribbean,,2008,7.062287905
Latin America and the Caribbean,,2009,6.678796485
Latin America and the Caribbean,,2010,6.056748817
Latin America and the Caribbean,,2011,5.596964939
Latin America and the Caribbean,,2012,4.706389582
Latin America and the Caribbean,,2013,4.222811753
Latin America and the Caribbean,,2014,3.950112751
Latin America and the Caribbean,,2015,3.889227457
Latin America and the Caribbean,,2016,4.088570535
Latin America and the Caribbean,,2017,4.062818447
Latin America and the Caribbean,,2018,3.982390785
Latin America and the Caribbean,,2019,4.056478594
Latvia,LVA,1993,0
Latvia,LVA,1995,0
Latvia,LVA,1996,1.526984768
Latvia,LVA,1997,2.032222353
Latvia,LVA,1998,1.620405731
Latvia,LVA,2002,0.617379462
Latvia,LVA,2003,0.537755684
Latvia,LVA,2004,0.252329901
Latvia,LVA,2005,2.25085565
Latvia,LVA,2006,1.452676185
Latvia,LVA,2007,0.021305429
Latvia,LVA,2008,0.027127187
Latvia,LVA,2009,0.292519634
Latvia,LVA,2010,1.636014606
Latvia,LVA,2011,0.966698041
Latvia,LVA,2012,1.031883075
Latvia,LVA,2013,1.138761876
Latvia,LVA,2014,0.791355906
Latvia,LVA,2015,0.616250893
Latvia,LVA,2016,0.633057062
Latvia,LVA,2017,0.75205442
Latvia,LVA,2018,0.341955162
Latvia,LVA,2019,0.239100797
Lebanon,LBN,2011,0
Lesotho,LSO,1986,49.64866194
Lesotho,LSO,1994,50.45544554
Lesotho,LSO,2002,61.93714753
Lesotho,LSO,2017,27.22401508
Liberia,LBR,2007,71.38499175
Liberia,LBR,2014,41.7198966
Liberia,LBR,2016,44.43256983
Lithuania,LTU,1993,6.605994554
Lithuania,LTU,1996,0
Lithuania,LTU,1998,0.322596471
Lithuania,LTU,1999,0.29311337
Lithuania,LTU,2000,0.245241753
Lithuania,LTU,2001,0.578524742
Lithuania,LTU,2002,0.472141243
Lithuania,LTU,2003,0.194675954
Lithuania,LTU,2004,0.092465658
Lithuania,LTU,2005,1.781726799
Lithuania,LTU,2006,1.523017096
Lithuania,LTU,2007,1.339564432
Lithuania,LTU,2008,0.149395424
Lithuania,LTU,2009,2.243250605
Lithuania,LTU,2010,1.534339919
Lithuania,LTU,2011,0.700575077
Lithuania,LTU,2012,0.947792582
Lithuania,LTU,2013,0.705008152
Lithuania,LTU,2014,1.262025983
Lithuania,LTU,2015,0.719858604
Lithuania,LTU,2016,1.270505922
Lithuania,LTU,2017,1.022507264
Lithuania,LTU,2018,0.925013653
Lithuania,LTU,2019,0.547929656
Luxembourg,LUX,1985,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,2000,0
Luxembourg,LUX,2003,0.07174669
Luxembourg,LUX,2004,0.018192331
Luxembourg,LUX,2005,0.03469405
Luxembourg,LUX,2006,0
Luxembourg,LUX,2007,0.021916224
Luxembourg,LUX,2008,0
Luxembourg,LUX,2009,0.044111023
Luxembourg,LUX,2010,0
Luxembourg,LUX,2011,0.117579345
Luxembourg,LUX,2012,0.043618946
Luxembourg,LUX,2013,0.08910331
Luxembourg,LUX,2014,0.139924913
Luxembourg,LUX,2015,0.300124523
Luxembourg,LUX,2016,0.117219513
Luxembourg,LUX,2017,0.283129861
Luxembourg,LUX,2018,0.284817859
Luxembourg,LUX,2019,0.101187471
Madagascar,MDG,1980,45.75424733
Madagascar,MDG,1993,69.94560759
Madagascar,MDG,1997,66.42858007
Madagascar,MDG,1999,63.91705564
Madagascar,MDG,2001,68.41718097
Madagascar,MDG,2005,71.71954759
Madagascar,MDG,2010,78.17717362
Madagascar,MDG,2012,78.84056614
Malawi,MWI,1997,62.43081326
Malawi,MWI,2004,72.52845419
Malawi,MWI,2010,71.10365025
Malawi,MWI,2016,69.20983317
Malawi,MWI,2019,73.52389226
Malaysia,MYS,1984,2.890283203
Malaysia,MYS,1987,2.133598633
Malaysia,MYS,1989,1.633210449
Malaysia,MYS,1992,1.279277344
Malaysia,MYS,1995,1.767460937
Malaysia,MYS,1997,0.40664917
Malaysia,MYS,2003,1.227610568
Malaysia,MYS,2006,0.597192879
Malaysia,MYS,2008,0.553865554
Malaysia,MYS,2011,0.110371812
Malaysia,MYS,2013,0.02559008
Malaysia,MYS,2015,0.011964607
Maldives,MDV,2002,6.510924995
Maldives,MDV,2009,3.452558689
Maldives,MDV,2016,0
Maldives,MDV,2019,0
Mali,MLI,1994,85.29561212
Mali,MLI,2001,58.81381109
Mali,MLI,2006,52.11077484
Mali,MLI,2009,50.29222861
Mali,MLI,2018,16.33058538
Malta,MLT,2006,0.449012144
Malta,MLT,2007,0.410324362
Malta,MLT,2008,0.109011512
Malta,MLT,2009,0.359273528
Malta,MLT,2010,0.193683039
Malta,MLT,2011,0.1857052
Malta,MLT,2012,0.11772207
Malta,MLT,2013,0.029666145
Malta,MLT,2014,0
Malta,MLT,2015,0.084377965
Malta,MLT,2016,0.092087107
Malta,MLT,2017,0.159886508
Malta,MLT,2018,0.103380613
Malta,MLT,2019,0.304681779
Marshall Islands,MHL,2019,0.808378354
Mauritania,MRT,1987,40.03980963
Mauritania,MRT,1993,41.13946777
Mauritania,MRT,1995,20.61819696
Mauritania,MRT,2000,20.40822218
Mauritania,MRT,2004,16.89853126
Mauritania,MRT,2008,10.89936445
Mauritania,MRT,2014,5.965122506
Mauritius,MUS,2006,0.428235876
Mauritius,MUS,2012,0.55453722
Mauritius,MUS,2017,0.20992926
Mexico,MEX,1984,8.340373908
Mexico,MEX,1989,9.104906536
Mexico,MEX,1992,7.413409674
Mexico,MEX,1994,7.458756702
Mexico,MEX,1996,18.13775961
Mexico,MEX,1998,12.90833697
Mexico,MEX,2000,8.984585024
Mexico,MEX,2002,6.612133691
Mexico,MEX,2004,5.966101417
Mexico,MEX,2005,6.567789067
Mexico,MEX,2006,4.1594896
Mexico,MEX,2008,5.406639651
Mexico,MEX,2010,4.522990168
Mexico,MEX,2012,3.839893383
Mexico,MEX,2014,3.721553291
Mexico,MEX,2016,3.23101414
Mexico,MEX,2018,2.653852804
Mexico,MEX,2020,3.111426905
Micronesia (country),FSM,2005,8.080606188
Micronesia (country),FSM,2013,15.39292183
Micronesia (country) - urban,,2000,42.25070716
Middle East and North Africa,,1985,8.153926564
Middle East and North Africa,,1986,8.276916605
Middle East and North Africa,,1987,8.250434171
Middle East and North Africa,,1988,8.228985337
Middle East and North Africa,,1989,8.050463217
Middle East and North Africa,,1990,6.347324877
Middle East and North Africa,,1991,10.00417842
Middle East and North Africa,,1992,8.015618728
Middle East and North Africa,,1993,6.563551789
Middle East and North Africa,,1994,6.328034394
Middle East and North Africa,,1995,6.550302849
Middle East and North Africa,,1996,5.859565056
Middle East and North Africa,,1997,5.036336189
Middle East and North Africa,,1998,4.091674055
Middle East and North Africa,,1999,3.746469609
Middle East and North Africa,,2000,3.357333763
Middle East and North Africa,,2001,3.366803056
Middle East and North Africa,,2003,4.203689799
Middle East and North Africa,,2004,3.288817519
Middle East and North Africa,,2005,3.075569662
Middle East and North Africa,,2006,2.922430582
Middle East and North Africa,,2007,2.83987391
Middle East and North Africa,,2008,2.722940227
Middle East and North Africa,,2009,2.485312977
Middle East and North Africa,,2010,2.065443953
Middle East and North Africa,,2011,2.285164203
Middle East and North Africa,,2012,2.175953743
Middle East and North Africa,,2013,2.220096442
Middle East and North Africa,,2014,2.618633064
Middle East and North Africa,,2015,4.758132141
Middle East and North Africa,,2016,5.337828451
Middle East and North Africa,,2017,5.965677547
Middle East and North Africa,,2018,7.50496671
Moldova,MDA,1997,15.35819436
Moldova,MDA,1998,26.88974222
Moldova,MDA,1999,37.98551526
Moldova,MDA,2000,35.085942
Moldova,MDA,2001,26.93625028
Moldova,MDA,2002,16.07733466
Moldova,MDA,2003,7.37109467
Moldova,MDA,2004,8.393498699
Moldova,MDA,2005,13.2153213
Moldova,MDA,2006,2.374710125
Moldova,MDA,2007,1.084118074
Moldova,MDA,2008,1.247058747
Moldova,MDA,2009,0.992604826
Moldova,MDA,2010,0.51149055
Moldova,MDA,2011,0.270535524
Moldova,MDA,2012,0.339807506
Moldova,MDA,2013,0.084809724
Moldova,MDA,2014,0
Moldova,MDA,2015,0.031209244
Moldova,MDA,2016,0.164890035
Moldova,MDA,2017,0.061244411
Moldova,MDA,2018,0.018238723
Moldova,MDA,2019,0.028645139
Mongolia,MNG,1995,12.11695312
Mongolia,MNG,1998,24.42413575
Mongolia,MNG,2002,9.480085229
Mongolia,MNG,2007,1.212802852
Mongolia,MNG,2010,0.732260375
Mongolia,MNG,2011,0.5045542
Mongolia,MNG,2012,0.352531156
Mongolia,MNG,2014,0.210930194
Mongolia,MNG,2016,0.470293049
